lon,lat,class
1.204000000000000000e+03,0.000000000000000000e+00,1.000000000000000000e+00
3.500000000000000000e+03,-4.000000000000000000e+00,1.000000000000000000e+00
2.200000000000000000e+03,-2.000000000000000000e+01,1.000000000000000000e+00
9.580000000000000000e+02,-4.100000000000000000e+01,1.000000000000000000e+00
1.800000000000000000e+03,-4.100000000000000000e+01,1.000000000000000000e+00
3.330000000000000000e+02,-5.800000000000000000e+01,1.000000000000000000e+00
3.383000000000000000e+03,-5.800000000000000000e+01,1.000000000000000000e+00
6.750000000000000000e+02,-6.200000000000000000e+01,1.000000000000000000e+00
8.120000000000000000e+02,-6.200000000000000000e+01,1.000000000000000000e+00
6.600000000000000000e+01,-6.600000000000000000e+01,1.000000000000000000e+00
3.650000000000000000e+03,-6.600000000000000000e+01,1.000000000000000000e+00
3.704000000000000000e+03,-7.500000000000000000e+01,1.000000000000000000e+00
2.758000000000000000e+03,-8.300000000000000000e+01,1.000000000000000000e+00
2.266000000000000000e+03,-9.100000000000000000e+01,1.000000000000000000e+00
8.000000000000000000e+00,-1.120000000000000000e+02,1.000000000000000000e+00
3.612000000000000000e+03,-1.290000000000000000e+02,1.000000000000000000e+00
2.487000000000000000e+03,-1.410000000000000000e+02,1.000000000000000000e+00
3.795000000000000000e+03,-1.410000000000000000e+02,1.000000000000000000e+00
2.275000000000000000e+03,-1.450000000000000000e+02,1.000000000000000000e+00
6.580000000000000000e+02,-1.500000000000000000e+02,1.000000000000000000e+00
2.379000000000000000e+03,-1.540000000000000000e+02,1.000000000000000000e+00
1.683000000000000000e+03,-1.620000000000000000e+02,1.000000000000000000e+00
1.533000000000000000e+03,-1.660000000000000000e+02,1.000000000000000000e+00
3.100000000000000000e+03,-1.660000000000000000e+02,1.000000000000000000e+00
8.000000000000000000e+00,-1.790000000000000000e+02,1.000000000000000000e+00
2.025000000000000000e+03,-2.000000000000000000e+02,1.000000000000000000e+00
3.875000000000000000e+03,-2.000000000000000000e+02,1.000000000000000000e+00
3.187000000000000000e+03,-2.040000000000000000e+02,1.000000000000000000e+00
1.245000000000000000e+03,-2.200000000000000000e+02,1.000000000000000000e+00
3.587000000000000000e+03,-2.370000000000000000e+02,1.000000000000000000e+00
3.370000000000000000e+02,-2.450000000000000000e+02,1.000000000000000000e+00
2.366000000000000000e+03,-2.540000000000000000e+02,1.000000000000000000e+00
6.700000000000000000e+02,-2.580000000000000000e+02,1.000000000000000000e+00
5.750000000000000000e+02,-2.620000000000000000e+02,1.000000000000000000e+00
1.933000000000000000e+03,-2.660000000000000000e+02,1.000000000000000000e+00
2.241000000000000000e+03,-2.830000000000000000e+02,1.000000000000000000e+00
1.058000000000000000e+03,-2.910000000000000000e+02,1.000000000000000000e+00
3.870000000000000000e+02,-3.200000000000000000e+02,1.000000000000000000e+00
3.300000000000000000e+01,-3.250000000000000000e+02,1.000000000000000000e+00
1.625000000000000000e+03,-3.410000000000000000e+02,1.000000000000000000e+00
7.160000000000000000e+02,-3.450000000000000000e+02,1.000000000000000000e+00
2.537000000000000000e+03,-3.580000000000000000e+02,1.000000000000000000e+00
3.454000000000000000e+03,-3.580000000000000000e+02,1.000000000000000000e+00
3.812000000000000000e+03,-3.580000000000000000e+02,1.000000000000000000e+00
2.087000000000000000e+03,-3.660000000000000000e+02,1.000000000000000000e+00
1.745000000000000000e+03,-3.750000000000000000e+02,1.000000000000000000e+00
3.580000000000000000e+02,-3.870000000000000000e+02,1.000000000000000000e+00
2.354000000000000000e+03,-3.910000000000000000e+02,1.000000000000000000e+00
1.500000000000000000e+03,-4.000000000000000000e+02,1.000000000000000000e+00
3.150000000000000000e+03,-4.040000000000000000e+02,1.000000000000000000e+00
3.575000000000000000e+03,-4.120000000000000000e+02,1.000000000000000000e+00
2.330000000000000000e+02,-4.200000000000000000e+02,1.000000000000000000e+00
7.500000000000000000e+01,-4.330000000000000000e+02,1.000000000000000000e+00
3.991000000000000000e+03,-4.330000000000000000e+02,1.000000000000000000e+00
2.150000000000000000e+03,-4.450000000000000000e+02,1.000000000000000000e+00
1.237000000000000000e+03,-4.580000000000000000e+02,1.000000000000000000e+00
1.620000000000000000e+02,-4.700000000000000000e+02,1.000000000000000000e+00
6.830000000000000000e+02,-4.790000000000000000e+02,1.000000000000000000e+00
3.866000000000000000e+03,-4.830000000000000000e+02,1.000000000000000000e+00
3.137000000000000000e+03,-4.870000000000000000e+02,1.000000000000000000e+00
3.808000000000000000e+03,-4.910000000000000000e+02,1.000000000000000000e+00
1.170000000000000000e+03,-5.080000000000000000e+02,1.000000000000000000e+00
5.580000000000000000e+02,-5.200000000000000000e+02,1.000000000000000000e+00
3.004000000000000000e+03,-5.500000000000000000e+02,1.000000000000000000e+00
3.633000000000000000e+03,-5.540000000000000000e+02,1.000000000000000000e+00
2.040000000000000000e+02,-5.620000000000000000e+02,1.000000000000000000e+00
1.195000000000000000e+03,-5.660000000000000000e+02,1.000000000000000000e+00
2.700000000000000000e+03,-5.700000000000000000e+02,1.000000000000000000e+00
1.408000000000000000e+03,-5.790000000000000000e+02,1.000000000000000000e+00
3.266000000000000000e+03,-5.830000000000000000e+02,1.000000000000000000e+00
7.500000000000000000e+02,-6.040000000000000000e+02,1.000000000000000000e+00
1.750000000000000000e+03,-6.080000000000000000e+02,1.000000000000000000e+00
1.160000000000000000e+02,-6.160000000000000000e+02,1.000000000000000000e+00
1.883000000000000000e+03,-6.160000000000000000e+02,1.000000000000000000e+00
9.830000000000000000e+02,-6.250000000000000000e+02,1.000000000000000000e+00
1.066000000000000000e+03,-6.330000000000000000e+02,1.000000000000000000e+00
3.558000000000000000e+03,-6.370000000000000000e+02,1.000000000000000000e+00
3.290000000000000000e+02,-6.450000000000000000e+02,1.000000000000000000e+00
6.750000000000000000e+02,-6.500000000000000000e+02,1.000000000000000000e+00
3.716000000000000000e+03,-6.620000000000000000e+02,1.000000000000000000e+00
2.383000000000000000e+03,-6.660000000000000000e+02,1.000000000000000000e+00
3.870000000000000000e+03,-6.870000000000000000e+02,1.000000000000000000e+00
4.830000000000000000e+02,-6.950000000000000000e+02,1.000000000000000000e+00
3.116000000000000000e+03,-7.040000000000000000e+02,1.000000000000000000e+00
3.541000000000000000e+03,-7.040000000000000000e+02,1.000000000000000000e+00
3.033000000000000000e+03,-7.120000000000000000e+02,1.000000000000000000e+00
2.000000000000000000e+03,-7.200000000000000000e+02,1.000000000000000000e+00
1.080000000000000000e+02,-7.410000000000000000e+02,1.000000000000000000e+00
1.733000000000000000e+03,-7.410000000000000000e+02,1.000000000000000000e+00
5.750000000000000000e+02,-7.580000000000000000e+02,1.000000000000000000e+00
2.162000000000000000e+03,-7.580000000000000000e+02,1.000000000000000000e+00
7.370000000000000000e+02,-7.620000000000000000e+02,1.000000000000000000e+00
2.375000000000000000e+03,-7.620000000000000000e+02,1.000000000000000000e+00
1.604000000000000000e+03,-7.870000000000000000e+02,1.000000000000000000e+00
5.200000000000000000e+02,-7.910000000000000000e+02,1.000000000000000000e+00
1.237000000000000000e+03,-7.910000000000000000e+02,1.000000000000000000e+00
9.080000000000000000e+02,-8.040000000000000000e+02,1.000000000000000000e+00
8.500000000000000000e+02,-8.200000000000000000e+02,1.000000000000000000e+00
3.345000000000000000e+03,-8.200000000000000000e+02,1.000000000000000000e+00
3.525000000000000000e+03,-8.290000000000000000e+02,1.000000000000000000e+00
3.962000000000000000e+03,-8.370000000000000000e+02,1.000000000000000000e+00
4.330000000000000000e+02,-8.620000000000000000e+02,1.000000000000000000e+00
9.370000000000000000e+02,-8.660000000000000000e+02,1.000000000000000000e+00
2.483000000000000000e+03,-8.700000000000000000e+02,1.000000000000000000e+00
1.604000000000000000e+03,-8.830000000000000000e+02,1.000000000000000000e+00
2.095000000000000000e+03,-8.830000000000000000e+02,1.000000000000000000e+00
3.412000000000000000e+03,-8.830000000000000000e+02,1.000000000000000000e+00
1.580000000000000000e+02,-8.910000000000000000e+02,1.000000000000000000e+00
7.000000000000000000e+02,-8.950000000000000000e+02,1.000000000000000000e+00
1.362000000000000000e+03,-8.950000000000000000e+02,1.000000000000000000e+00
3.950000000000000000e+03,-9.040000000000000000e+02,1.000000000000000000e+00
5.540000000000000000e+02,-9.080000000000000000e+02,1.000000000000000000e+00
2.650000000000000000e+03,-9.120000000000000000e+02,1.000000000000000000e+00
3.491000000000000000e+03,-9.160000000000000000e+02,1.000000000000000000e+00
3.787000000000000000e+03,-9.290000000000000000e+02,1.000000000000000000e+00
3.012000000000000000e+03,-9.330000000000000000e+02,1.000000000000000000e+00
3.229000000000000000e+03,-9.620000000000000000e+02,1.000000000000000000e+00
1.858000000000000000e+03,-9.750000000000000000e+02,1.000000000000000000e+00
3.091000000000000000e+03,-9.870000000000000000e+02,1.000000000000000000e+00
1.958000000000000000e+03,-9.910000000000000000e+02,1.000000000000000000e+00
2.045000000000000000e+03,-9.950000000000000000e+02,1.000000000000000000e+00
3.479000000000000000e+03,-9.950000000000000000e+02,1.000000000000000000e+00
1.660000000000000000e+02,-1.000000000000000000e+03,1.000000000000000000e+00
1.404000000000000000e+03,-1.000000000000000000e+03,1.000000000000000000e+00
3.362000000000000000e+03,-1.008000000000000000e+03,1.000000000000000000e+00
