lon,lat,class
3.080000000000000000e+02,-8.000000000000000000e+00,1.000000000000000000e+00
2.162000000000000000e+03,-2.000000000000000000e+01,1.000000000000000000e+00
2.962000000000000000e+03,-3.300000000000000000e+01,1.000000000000000000e+00
8.300000000000000000e+01,-3.700000000000000000e+01,1.000000000000000000e+00
1.183000000000000000e+03,-3.700000000000000000e+01,1.000000000000000000e+00
2.079000000000000000e+03,-3.700000000000000000e+01,1.000000000000000000e+00
2.270000000000000000e+03,-4.100000000000000000e+01,1.000000000000000000e+00
3.995000000000000000e+03,-4.500000000000000000e+01,1.000000000000000000e+00
2.520000000000000000e+03,-5.400000000000000000e+01,1.000000000000000000e+00
3.787000000000000000e+03,-6.200000000000000000e+01,1.000000000000000000e+00
1.670000000000000000e+03,-6.600000000000000000e+01,1.000000000000000000e+00
2.191000000000000000e+03,-8.700000000000000000e+01,1.000000000000000000e+00
2.650000000000000000e+03,-9.100000000000000000e+01,1.000000000000000000e+00
1.166000000000000000e+03,-1.040000000000000000e+02,1.000000000000000000e+00
3.133000000000000000e+03,-1.160000000000000000e+02,1.000000000000000000e+00
1.529000000000000000e+03,-1.200000000000000000e+02,1.000000000000000000e+00
8.160000000000000000e+02,-1.330000000000000000e+02,1.000000000000000000e+00
3.233000000000000000e+03,-1.410000000000000000e+02,1.000000000000000000e+00
2.641000000000000000e+03,-1.450000000000000000e+02,1.000000000000000000e+00
2.937000000000000000e+03,-1.830000000000000000e+02,1.000000000000000000e+00
3.429000000000000000e+03,-1.910000000000000000e+02,1.000000000000000000e+00
3.358000000000000000e+03,-1.950000000000000000e+02,1.000000000000000000e+00
1.016000000000000000e+03,-2.040000000000000000e+02,1.000000000000000000e+00
1.550000000000000000e+03,-2.040000000000000000e+02,1.000000000000000000e+00
3.212000000000000000e+03,-2.120000000000000000e+02,1.000000000000000000e+00
9.100000000000000000e+01,-2.160000000000000000e+02,1.000000000000000000e+00
3.066000000000000000e+03,-2.160000000000000000e+02,1.000000000000000000e+00
1.545000000000000000e+03,-3.040000000000000000e+02,1.000000000000000000e+00
7.900000000000000000e+01,-3.080000000000000000e+02,1.000000000000000000e+00
3.037000000000000000e+03,-3.160000000000000000e+02,1.000000000000000000e+00
2.600000000000000000e+03,-3.250000000000000000e+02,1.000000000000000000e+00
7.750000000000000000e+02,-3.290000000000000000e+02,1.000000000000000000e+00
1.704000000000000000e+03,-3.370000000000000000e+02,1.000000000000000000e+00
3.250000000000000000e+03,-3.540000000000000000e+02,1.000000000000000000e+00
1.533000000000000000e+03,-3.750000000000000000e+02,1.000000000000000000e+00
2.145000000000000000e+03,-3.790000000000000000e+02,1.000000000000000000e+00
3.750000000000000000e+03,-3.830000000000000000e+02,1.000000000000000000e+00
7.950000000000000000e+02,-3.870000000000000000e+02,1.000000000000000000e+00
2.562000000000000000e+03,-3.870000000000000000e+02,1.000000000000000000e+00
2.495000000000000000e+03,-3.950000000000000000e+02,1.000000000000000000e+00
2.854000000000000000e+03,-4.330000000000000000e+02,1.000000000000000000e+00
5.400000000000000000e+01,-4.410000000000000000e+02,1.000000000000000000e+00
2.487000000000000000e+03,-4.540000000000000000e+02,1.000000000000000000e+00
3.266000000000000000e+03,-4.790000000000000000e+02,1.000000000000000000e+00
3.337000000000000000e+03,-4.830000000000000000e+02,1.000000000000000000e+00
1.966000000000000000e+03,-4.870000000000000000e+02,1.000000000000000000e+00
2.208000000000000000e+03,-5.370000000000000000e+02,1.000000000000000000e+00
2.045000000000000000e+03,-5.410000000000000000e+02,1.000000000000000000e+00
1.045000000000000000e+03,-5.450000000000000000e+02,1.000000000000000000e+00
2.604000000000000000e+03,-5.660000000000000000e+02,1.000000000000000000e+00
7.500000000000000000e+02,-5.700000000000000000e+02,1.000000000000000000e+00
1.987000000000000000e+03,-5.910000000000000000e+02,1.000000000000000000e+00
1.729000000000000000e+03,-5.950000000000000000e+02,1.000000000000000000e+00
1.841000000000000000e+03,-6.000000000000000000e+02,1.000000000000000000e+00
1.600000000000000000e+01,-6.160000000000000000e+02,1.000000000000000000e+00
6.910000000000000000e+02,-6.160000000000000000e+02,1.000000000000000000e+00
3.300000000000000000e+03,-6.250000000000000000e+02,1.000000000000000000e+00
1.479000000000000000e+03,-6.500000000000000000e+02,1.000000000000000000e+00
3.070000000000000000e+03,-6.500000000000000000e+02,1.000000000000000000e+00
1.712000000000000000e+03,-6.620000000000000000e+02,1.000000000000000000e+00
2.708000000000000000e+03,-6.620000000000000000e+02,1.000000000000000000e+00
3.808000000000000000e+03,-6.620000000000000000e+02,1.000000000000000000e+00
2.220000000000000000e+03,-6.700000000000000000e+02,1.000000000000000000e+00
2.587000000000000000e+03,-6.750000000000000000e+02,1.000000000000000000e+00
1.979000000000000000e+03,-6.910000000000000000e+02,1.000000000000000000e+00
1.333000000000000000e+03,-7.040000000000000000e+02,1.000000000000000000e+00
1.075000000000000000e+03,-7.160000000000000000e+02,1.000000000000000000e+00
3.012000000000000000e+03,-7.160000000000000000e+02,1.000000000000000000e+00
1.820000000000000000e+03,-7.370000000000000000e+02,1.000000000000000000e+00
7.410000000000000000e+02,-7.410000000000000000e+02,1.000000000000000000e+00
3.708000000000000000e+03,-7.500000000000000000e+02,1.000000000000000000e+00
2.204000000000000000e+03,-7.540000000000000000e+02,1.000000000000000000e+00
3.120000000000000000e+02,-7.870000000000000000e+02,1.000000000000000000e+00
2.900000000000000000e+03,-8.370000000000000000e+02,1.000000000000000000e+00
4.000000000000000000e+00,-8.500000000000000000e+02,1.000000000000000000e+00
2.200000000000000000e+03,-8.500000000000000000e+02,1.000000000000000000e+00
3.316000000000000000e+03,-8.500000000000000000e+02,1.000000000000000000e+00
2.037000000000000000e+03,-8.790000000000000000e+02,1.000000000000000000e+00
1.079000000000000000e+03,-8.910000000000000000e+02,1.000000000000000000e+00
3.691000000000000000e+03,-9.040000000000000000e+02,1.000000000000000000e+00
9.370000000000000000e+02,-9.540000000000000000e+02,1.000000000000000000e+00
7.450000000000000000e+02,-9.660000000000000000e+02,1.000000000000000000e+00
1.470000000000000000e+03,-9.700000000000000000e+02,1.000000000000000000e+00
1.308000000000000000e+03,-1.020000000000000000e+03,1.000000000000000000e+00
1.683000000000000000e+03,-1.029000000000000000e+03,1.000000000000000000e+00
5.120000000000000000e+02,-1.062000000000000000e+03,1.000000000000000000e+00
2.166000000000000000e+03,-1.095000000000000000e+03,1.000000000000000000e+00
1.062000000000000000e+03,-1.104000000000000000e+03,1.000000000000000000e+00
6.040000000000000000e+02,-1.145000000000000000e+03,1.000000000000000000e+00
1.254000000000000000e+03,-1.158000000000000000e+03,1.000000000000000000e+00
3.683000000000000000e+03,-1.166000000000000000e+03,1.000000000000000000e+00
2.150000000000000000e+03,-1.187000000000000000e+03,1.000000000000000000e+00
3.112000000000000000e+03,-1.258000000000000000e+03,1.000000000000000000e+00
1.012000000000000000e+03,-1.312000000000000000e+03,1.000000000000000000e+00
3.658000000000000000e+03,-1.320000000000000000e+03,1.000000000000000000e+00
8.300000000000000000e+01,-1.341000000000000000e+03,1.000000000000000000e+00
1.133000000000000000e+03,-1.354000000000000000e+03,1.000000000000000000e+00
1.750000000000000000e+03,-1.370000000000000000e+03,1.000000000000000000e+00
1.500000000000000000e+02,-1.387000000000000000e+03,1.000000000000000000e+00
