lon,lat,class
3.920000000000000000e+03,-8.700000000000000000e+01,1.000000000000000000e+00
2.295000000000000000e+03,-1.000000000000000000e+02,1.000000000000000000e+00
2.512000000000000000e+03,-1.080000000000000000e+02,1.000000000000000000e+00
2.745000000000000000e+03,-1.410000000000000000e+02,1.000000000000000000e+00
1.170000000000000000e+03,-1.910000000000000000e+02,1.000000000000000000e+00
1.870000000000000000e+03,-2.450000000000000000e+02,1.000000000000000000e+00
5.830000000000000000e+02,-3.040000000000000000e+02,1.000000000000000000e+00
3.062000000000000000e+03,-3.370000000000000000e+02,1.000000000000000000e+00
3.566000000000000000e+03,-4.120000000000000000e+02,1.000000000000000000e+00
2.679000000000000000e+03,-4.290000000000000000e+02,1.000000000000000000e+00
3.275000000000000000e+03,-4.290000000000000000e+02,1.000000000000000000e+00
1.283000000000000000e+03,-4.410000000000000000e+02,1.000000000000000000e+00
2.495000000000000000e+03,-4.830000000000000000e+02,1.000000000000000000e+00
1.229000000000000000e+03,-5.000000000000000000e+02,1.000000000000000000e+00
2.629000000000000000e+03,-5.080000000000000000e+02,1.000000000000000000e+00
2.370000000000000000e+03,-5.160000000000000000e+02,1.000000000000000000e+00
2.016000000000000000e+03,-5.250000000000000000e+02,1.000000000000000000e+00
2.950000000000000000e+03,-5.290000000000000000e+02,1.000000000000000000e+00
3.858000000000000000e+03,-5.540000000000000000e+02,1.000000000000000000e+00
2.279000000000000000e+03,-5.580000000000000000e+02,1.000000000000000000e+00
2.100000000000000000e+03,-5.660000000000000000e+02,1.000000000000000000e+00
1.040000000000000000e+02,-5.750000000000000000e+02,1.000000000000000000e+00
4.580000000000000000e+02,-6.410000000000000000e+02,1.000000000000000000e+00
1.425000000000000000e+03,-6.500000000000000000e+02,1.000000000000000000e+00
2.395000000000000000e+03,-6.540000000000000000e+02,1.000000000000000000e+00
3.804000000000000000e+03,-6.700000000000000000e+02,1.000000000000000000e+00
2.087000000000000000e+03,-7.160000000000000000e+02,1.000000000000000000e+00
3.483000000000000000e+03,-7.250000000000000000e+02,1.000000000000000000e+00
1.391000000000000000e+03,-7.870000000000000000e+02,1.000000000000000000e+00
3.225000000000000000e+03,-7.870000000000000000e+02,1.000000000000000000e+00
1.658000000000000000e+03,-8.160000000000000000e+02,1.000000000000000000e+00
3.483000000000000000e+03,-8.700000000000000000e+02,1.000000000000000000e+00
1.600000000000000000e+01,-8.910000000000000000e+02,1.000000000000000000e+00
1.312000000000000000e+03,-9.330000000000000000e+02,1.000000000000000000e+00
1.958000000000000000e+03,-9.500000000000000000e+02,1.000000000000000000e+00
2.300000000000000000e+03,-9.500000000000000000e+02,1.000000000000000000e+00
3.741000000000000000e+03,-9.620000000000000000e+02,1.000000000000000000e+00
2.837000000000000000e+03,-9.660000000000000000e+02,1.000000000000000000e+00
3.416000000000000000e+03,-9.830000000000000000e+02,1.000000000000000000e+00
3.158000000000000000e+03,-1.012000000000000000e+03,1.000000000000000000e+00
1.420000000000000000e+03,-1.054000000000000000e+03,1.000000000000000000e+00
2.233000000000000000e+03,-1.083000000000000000e+03,1.000000000000000000e+00
2.870000000000000000e+03,-1.083000000000000000e+03,1.000000000000000000e+00
1.604000000000000000e+03,-1.191000000000000000e+03,1.000000000000000000e+00
3.208000000000000000e+03,-1.191000000000000000e+03,1.000000000000000000e+00
1.945000000000000000e+03,-1.195000000000000000e+03,1.000000000000000000e+00
2.512000000000000000e+03,-1.200000000000000000e+03,1.000000000000000000e+00
3.100000000000000000e+03,-1.204000000000000000e+03,1.000000000000000000e+00
1.216000000000000000e+03,-1.237000000000000000e+03,1.000000000000000000e+00
2.887000000000000000e+03,-1.266000000000000000e+03,1.000000000000000000e+00
3.666000000000000000e+03,-1.295000000000000000e+03,1.000000000000000000e+00
2.204000000000000000e+03,-1.304000000000000000e+03,1.000000000000000000e+00
2.412000000000000000e+03,-1.329000000000000000e+03,1.000000000000000000e+00
1.937000000000000000e+03,-1.333000000000000000e+03,1.000000000000000000e+00
2.179000000000000000e+03,-1.404000000000000000e+03,1.000000000000000000e+00
3.645000000000000000e+03,-1.425000000000000000e+03,1.000000000000000000e+00
2.241000000000000000e+03,-1.466000000000000000e+03,1.000000000000000000e+00
8.830000000000000000e+02,-1.470000000000000000e+03,1.000000000000000000e+00
3.170000000000000000e+03,-1.487000000000000000e+03,1.000000000000000000e+00
1.916000000000000000e+03,-1.495000000000000000e+03,1.000000000000000000e+00
2.445000000000000000e+03,-1.500000000000000000e+03,1.000000000000000000e+00
1.200000000000000000e+01,-1.583000000000000000e+03,1.000000000000000000e+00
3.933000000000000000e+03,-1.587000000000000000e+03,1.000000000000000000e+00
3.612000000000000000e+03,-1.600000000000000000e+03,1.000000000000000000e+00
2.187000000000000000e+03,-1.608000000000000000e+03,1.000000000000000000e+00
2.108000000000000000e+03,-1.629000000000000000e+03,1.000000000000000000e+00
2.829000000000000000e+03,-1.641000000000000000e+03,1.000000000000000000e+00
