lon,lat,class
3.262000000000000000e+03,-8.000000000000000000e+00,1.000000000000000000e+00
3.479000000000000000e+03,-2.500000000000000000e+01,1.000000000000000000e+00
4.450000000000000000e+02,-3.700000000000000000e+01,1.000000000000000000e+00
3.220000000000000000e+03,-4.100000000000000000e+01,1.000000000000000000e+00
2.170000000000000000e+03,-5.000000000000000000e+01,1.000000000000000000e+00
1.525000000000000000e+03,-5.800000000000000000e+01,1.000000000000000000e+00
2.912000000000000000e+03,-6.200000000000000000e+01,1.000000000000000000e+00
3.737000000000000000e+03,-1.250000000000000000e+02,1.000000000000000000e+00
4.080000000000000000e+02,-1.290000000000000000e+02,1.000000000000000000e+00
3.795000000000000000e+03,-1.540000000000000000e+02,1.000000000000000000e+00
2.433000000000000000e+03,-1.580000000000000000e+02,1.000000000000000000e+00
2.162000000000000000e+03,-1.700000000000000000e+02,1.000000000000000000e+00
7.410000000000000000e+02,-1.790000000000000000e+02,1.000000000000000000e+00
3.660000000000000000e+02,-1.910000000000000000e+02,1.000000000000000000e+00
3.720000000000000000e+03,-1.910000000000000000e+02,1.000000000000000000e+00
3.441000000000000000e+03,-2.870000000000000000e+02,1.000000000000000000e+00
3.725000000000000000e+03,-3.120000000000000000e+02,1.000000000000000000e+00
3.137000000000000000e+03,-3.700000000000000000e+02,1.000000000000000000e+00
3.925000000000000000e+03,-4.000000000000000000e+02,1.000000000000000000e+00
3.958000000000000000e+03,-4.040000000000000000e+02,1.000000000000000000e+00
3.670000000000000000e+03,-4.160000000000000000e+02,1.000000000000000000e+00
3.404000000000000000e+03,-4.250000000000000000e+02,1.000000000000000000e+00
2.033000000000000000e+03,-4.330000000000000000e+02,1.000000000000000000e+00
1.479000000000000000e+03,-5.080000000000000000e+02,1.000000000000000000e+00
2.554000000000000000e+03,-5.370000000000000000e+02,1.000000000000000000e+00
3.400000000000000000e+03,-5.540000000000000000e+02,1.000000000000000000e+00
9.500000000000000000e+02,-5.580000000000000000e+02,1.000000000000000000e+00
2.312000000000000000e+03,-5.660000000000000000e+02,1.000000000000000000e+00
3.450000000000000000e+02,-5.790000000000000000e+02,1.000000000000000000e+00
2.795000000000000000e+03,-5.910000000000000000e+02,1.000000000000000000e+00
3.675000000000000000e+03,-6.040000000000000000e+02,1.000000000000000000e+00
2.475000000000000000e+03,-6.290000000000000000e+02,1.000000000000000000e+00
2.862000000000000000e+03,-6.290000000000000000e+02,1.000000000000000000e+00
1.412000000000000000e+03,-6.500000000000000000e+02,1.000000000000000000e+00
3.600000000000000000e+03,-6.660000000000000000e+02,1.000000000000000000e+00
8.750000000000000000e+02,-6.700000000000000000e+02,1.000000000000000000e+00
3.654000000000000000e+03,-6.790000000000000000e+02,1.000000000000000000e+00
3.370000000000000000e+03,-6.950000000000000000e+02,1.000000000000000000e+00
2.816000000000000000e+03,-7.540000000000000000e+02,1.000000000000000000e+00
1.391000000000000000e+03,-7.660000000000000000e+02,1.000000000000000000e+00
1.712000000000000000e+03,-7.750000000000000000e+02,1.000000000000000000e+00
3.054000000000000000e+03,-7.830000000000000000e+02,1.000000000000000000e+00
3.329000000000000000e+03,-8.370000000000000000e+02,1.000000000000000000e+00
1.945000000000000000e+03,-8.790000000000000000e+02,1.000000000000000000e+00
1.670000000000000000e+03,-8.830000000000000000e+02,1.000000000000000000e+00
3.041000000000000000e+03,-8.830000000000000000e+02,1.000000000000000000e+00
2.350000000000000000e+03,-8.870000000000000000e+02,1.000000000000000000e+00
