lon,lat,class
2.233000000000000000e+03,-8.000000000000000000e+00,1.000000000000000000e+00
8.410000000000000000e+02,-3.300000000000000000e+01,1.000000000000000000e+00
5.120000000000000000e+02,-6.200000000000000000e+01,1.000000000000000000e+00
2.141000000000000000e+03,-6.600000000000000000e+01,1.000000000000000000e+00
1.141000000000000000e+03,-1.370000000000000000e+02,1.000000000000000000e+00
2.941000000000000000e+03,-1.700000000000000000e+02,1.000000000000000000e+00
4.910000000000000000e+02,-1.790000000000000000e+02,1.000000000000000000e+00
1.370000000000000000e+02,-2.120000000000000000e+02,1.000000000000000000e+00
1.275000000000000000e+03,-2.250000000000000000e+02,1.000000000000000000e+00
2.029000000000000000e+03,-2.500000000000000000e+02,1.000000000000000000e+00
1.150000000000000000e+03,-2.580000000000000000e+02,1.000000000000000000e+00
5.580000000000000000e+02,-2.620000000000000000e+02,1.000000000000000000e+00
1.850000000000000000e+03,-2.750000000000000000e+02,1.000000000000000000e+00
3.666000000000000000e+03,-2.750000000000000000e+02,1.000000000000000000e+00
4.830000000000000000e+02,-2.790000000000000000e+02,1.000000000000000000e+00
2.416000000000000000e+03,-2.870000000000000000e+02,1.000000000000000000e+00
8.120000000000000000e+02,-3.330000000000000000e+02,1.000000000000000000e+00
2.562000000000000000e+03,-3.370000000000000000e+02,1.000000000000000000e+00
4.700000000000000000e+02,-3.950000000000000000e+02,1.000000000000000000e+00
3.275000000000000000e+03,-3.950000000000000000e+02,1.000000000000000000e+00
2.929000000000000000e+03,-4.080000000000000000e+02,1.000000000000000000e+00
2.187000000000000000e+03,-4.250000000000000000e+02,1.000000000000000000e+00
1.120000000000000000e+02,-4.540000000000000000e+02,1.000000000000000000e+00
3.080000000000000000e+02,-4.660000000000000000e+02,1.000000000000000000e+00
1.116000000000000000e+03,-4.700000000000000000e+02,1.000000000000000000e+00
3.666000000000000000e+03,-4.750000000000000000e+02,1.000000000000000000e+00
3.291000000000000000e+03,-4.790000000000000000e+02,1.000000000000000000e+00
2.533000000000000000e+03,-5.000000000000000000e+02,1.000000000000000000e+00
2.895000000000000000e+03,-5.120000000000000000e+02,1.000000000000000000e+00
7.870000000000000000e+02,-5.200000000000000000e+02,1.000000000000000000e+00
2.420000000000000000e+03,-5.330000000000000000e+02,1.000000000000000000e+00
4.080000000000000000e+02,-5.370000000000000000e+02,1.000000000000000000e+00
3.891000000000000000e+03,-5.620000000000000000e+02,1.000000000000000000e+00
3.262000000000000000e+03,-5.700000000000000000e+02,1.000000000000000000e+00
2.520000000000000000e+03,-5.790000000000000000e+02,1.000000000000000000e+00
1.208000000000000000e+03,-6.000000000000000000e+02,1.000000000000000000e+00
1.445000000000000000e+03,-6.080000000000000000e+02,1.000000000000000000e+00
6.600000000000000000e+01,-6.120000000000000000e+02,1.000000000000000000e+00
2.408000000000000000e+03,-6.120000000000000000e+02,1.000000000000000000e+00
3.258000000000000000e+03,-6.250000000000000000e+02,1.000000000000000000e+00
2.516000000000000000e+03,-6.370000000000000000e+02,1.000000000000000000e+00
2.170000000000000000e+03,-6.410000000000000000e+02,1.000000000000000000e+00
4.000000000000000000e+00,-6.950000000000000000e+02,1.000000000000000000e+00
1.791000000000000000e+03,-7.080000000000000000e+02,1.000000000000000000e+00
3.991000000000000000e+03,-7.250000000000000000e+02,1.000000000000000000e+00
7.450000000000000000e+02,-7.290000000000000000e+02,1.000000000000000000e+00
3.616000000000000000e+03,-7.370000000000000000e+02,1.000000000000000000e+00
3.779000000000000000e+03,-7.450000000000000000e+02,1.000000000000000000e+00
2.866000000000000000e+03,-7.750000000000000000e+02,1.000000000000000000e+00
3.245000000000000000e+03,-7.910000000000000000e+02,1.000000000000000000e+00
1.316000000000000000e+03,-8.000000000000000000e+02,1.000000000000000000e+00
1.066000000000000000e+03,-8.080000000000000000e+02,1.000000000000000000e+00
1.441000000000000000e+03,-8.160000000000000000e+02,1.000000000000000000e+00
3.620000000000000000e+03,-8.370000000000000000e+02,1.000000000000000000e+00
3.229000000000000000e+03,-8.540000000000000000e+02,1.000000000000000000e+00
1.870000000000000000e+02,-8.700000000000000000e+02,1.000000000000000000e+00
7.370000000000000000e+02,-8.750000000000000000e+02,1.000000000000000000e+00
1.908000000000000000e+03,-8.830000000000000000e+02,1.000000000000000000e+00
3.250000000000000000e+03,-9.080000000000000000e+02,1.000000000000000000e+00
2.008000000000000000e+03,-9.120000000000000000e+02,1.000000000000000000e+00
3.733000000000000000e+03,-9.250000000000000000e+02,1.000000000000000000e+00
2.850000000000000000e+03,-9.330000000000000000e+02,1.000000000000000000e+00
3.362000000000000000e+03,-9.330000000000000000e+02,1.000000000000000000e+00
3.700000000000000000e+01,-9.370000000000000000e+02,1.000000000000000000e+00
3.958000000000000000e+03,-9.580000000000000000e+02,1.000000000000000000e+00
3.262000000000000000e+03,-9.620000000000000000e+02,1.000000000000000000e+00
7.370000000000000000e+02,-9.790000000000000000e+02,1.000000000000000000e+00
3.545000000000000000e+03,-9.790000000000000000e+02,1.000000000000000000e+00
1.920000000000000000e+03,-9.830000000000000000e+02,1.000000000000000000e+00
2.858000000000000000e+03,-1.012000000000000000e+03,1.000000000000000000e+00
1.420000000000000000e+03,-1.020000000000000000e+03,1.000000000000000000e+00
3.216000000000000000e+03,-1.041000000000000000e+03,1.000000000000000000e+00
1.745000000000000000e+03,-1.054000000000000000e+03,1.000000000000000000e+00
2.470000000000000000e+03,-1.058000000000000000e+03,1.000000000000000000e+00
3.554000000000000000e+03,-1.070000000000000000e+03,1.000000000000000000e+00
2.837000000000000000e+03,-1.087000000000000000e+03,1.000000000000000000e+00
6.910000000000000000e+02,-1.100000000000000000e+03,1.000000000000000000e+00
3.929000000000000000e+03,-1.108000000000000000e+03,1.000000000000000000e+00
1.200000000000000000e+01,-1.112000000000000000e+03,1.000000000000000000e+00
3.475000000000000000e+03,-1.112000000000000000e+03,1.000000000000000000e+00
9.080000000000000000e+02,-1.116000000000000000e+03,1.000000000000000000e+00
1.470000000000000000e+03,-1.125000000000000000e+03,1.000000000000000000e+00
7.830000000000000000e+02,-1.141000000000000000e+03,1.000000000000000000e+00
3.183000000000000000e+03,-1.158000000000000000e+03,1.000000000000000000e+00
2.604000000000000000e+03,-1.162000000000000000e+03,1.000000000000000000e+00
